Id,Fontes de dados mais usadas,Dados relacionais (estruturados em bancos SQL),Dados armazenados em bancos NoSQL,Imagens,Textos/Documentos,Vídeos,Áudios,Planilhas,Dados georeferenciados,Linguagens de programação utilizadas,SQL,R ,Python,C/C++/C#,.NET,Java,Julia,SAS/Stata,Visual Basic/VBA,Scala,Matlab,Rust,PHP,JavaScript,Não utilizo nenhuma linguagem,Ferramenta de BI utilizada no dia a dia,Microsoft PowerBI,Qlik View/Qlik Sense,Tableau,Metabase,Superset,Redash,Looker,Looker Studio(Google Data Studio),Amazon Quicksight,Mode,Alteryx,MicroStrategy,IBM Analytics/Cognos,SAP Business Objects/SAP Analytics,Oracle Business Intelligence,Salesforce/Einstein Analytics,Birst,SAS Visual Analytics,Grafana,TIBCO Spotfire,Pentaho,Fazemos todas as análises utilizando apenas Excel ou planilhas do google,Não utilizo nenhuma ferramenta de BI no trabalho
au8nxwzk07y1pl7xu8j3au8nxw4yrm5k,"Dados relacionais (estruturados em bancos SQL), Textos/Documentos",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,SQL,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Microsoft PowerBI, Looker Studio (antigo Google Data Studio)",1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
auddekt9qvgz4eat7vft1audd54iwz81,Dados relacionais (estruturados em bancos SQL),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"SQL, SAS/Stata",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"SAS Visual Analytics, Tableau",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
audkimne0molrp1khyhxpaudkimnk4lh,"Dados relacionais (estruturados em bancos SQL), Planilhas",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"SQL, R, Python",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Microsoft PowerBI, MicroStrategy, Qlik View/Qlik Sense",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
auklqtkqlrptefzsb19auklj17aihdvl,"Planilhas, Dados relacionais (estruturados em bancos SQL)",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Não utilizo nenhuma das linguagens listadas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"Fazemos todas as análises utilizando apenas Excel ou planilhas do google, Microsoft PowerBI",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
auxzgwqp25a1sjm28hauxzssjt4yu74a,"Dados relacionais (estruturados em bancos SQL), Planilhas",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,SQL,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Microsoft PowerBI,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
avqi8rmsy10ow8nsnravqi8r1thwrroj,"Dados relacionais (estruturados em bancos SQL), Planilhas",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"SQL, Visual Basic/VBA, Python, R",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Microsoft PowerBI,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
avu3b2u8sp3ricavu3b2eoxs5phqy8uk,"Dados relacionais (estruturados em bancos SQL), Planilhas",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"SQL, Python",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Microsoft PowerBI, Looker Studio (antigo Google Data Studio), Tableau",1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
avvzhauy0mp0d938k5avvzhauhmg4v2x,"Dados relacionais (estruturados em bancos SQL), Dados armazenados em bancos NoSQL",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"SQL, Python, Java, Scala, JavaScript",1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Não utilizo nenhuma ferramenta de BI no trabalho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
aw23iwfiw2xs49duaw23idahf8h8456h,Planilhas,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"Python, Visual Basic/VBA",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Microsoft PowerBI,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
awzkz7b04d2789a9esfawzkz7b0y2hcm,"Dados relacionais (estruturados em bancos SQL), Planilhas",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"Python, SQL, Java",1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Looker Studio (antigo Google Data Studio),0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ax8mxrz6fegqvkax8mxvibu86dtm6th9,"Dados armazenados em bancos NoSQL, Textos/Documentos",0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,R,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Oracle Business Intelligence, Outra opção",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
axh5jhqhsbi9edaxh0i4x7yt74z4caht,"Dados relacionais (estruturados em bancos SQL), Planilhas",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"SQL, Python",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Metabase, Microsoft PowerBI",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
axwxv1s24gojg8tddtxaxwxvqlreshsq,Dados relacionais (estruturados em bancos SQL),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"SQL, Python",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Não utilizo nenhuma ferramenta de BI no trabalho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
axyb5yrbtxvvyqurhvaxyqzlu5q8cumb,Dados armazenados em bancos NoSQL,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"SQL, Python",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Microsoft PowerBI,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ayekkgq0mvlk36ugiayekkgvpjautx7a,"Dados relacionais (estruturados em bancos SQL), Planilhas",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"Python, SQL",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tableau,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ayn3g5w4q3yq73rs9c0sayn3gtb5yxbz,"Dados relacionais (estruturados em bancos SQL), Dados armazenados em bancos NoSQL",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"SQL, Python",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Looker, Looker Studio (antigo Google Data Studio), Fazemos todas as análises utilizando apenas Excel ou planilhas do google",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
aynfiyyvtsx3x012ybaynfi9z5go3jou,"Planilhas, Dados relacionais (estruturados em bancos SQL)",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"SQL, Python",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Alteryx, Tableau",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
azn1mkmj6zfvlazn1mtgg5g2z15h24hh,Dados relacionais (estruturados em bancos SQL),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"SQL, Python",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Looker Studio (antigo Google Data Studio), Tableau",0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
azy4b0n02mthazy4b38zmy39trqnd8n9,"Dados relacionais (estruturados em bancos SQL), Planilhas",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"SQL, Visual Basic/VBA",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Microsoft PowerBI,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b0h0tocfmfpany8vzsb0h0tojxn4g2cu,"Dados relacionais (estruturados em bancos SQL), Planilhas",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"SQL, Python, PHP, Visual Basic/VBA",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"SAS Visual Analytics, Microsoft PowerBI, Metabase",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
b11nezxwsm1xgqjb11n6g25rodbw33mq,"Dados relacionais (estruturados em bancos SQL), Planilhas",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"SQL, Python",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Looker, Metabase",0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b1cddb9e0sp52t1qnfhb1cddbiusd6bs,"Dados armazenados em bancos NoSQL, Dados estruturados em Data lake",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"Python, SQL",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Looker,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b1sb974ifjlt8f979aga9b1sb9szzi48,"Dados relacionais (estruturados em bancos SQL), Planilhas",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"SQL, Python",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Looker Studio (antigo Google Data Studio),0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b20vlm9781yvb20vx4dqars8al9egakc,Planilhas,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"Python, SQL",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Microsoft PowerBI,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b23b7s1vuhe26xhpmb23b7swmk076v4w,"Dados relacionais (estruturados em bancos SQL), Dados armazenados em bancos NoSQL",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"SQL, R, Python, Visual Basic/VBA",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"Qlik View/Qlik Sense, Microsoft PowerBI",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b29e577enfz6ma2zey4b29e5c7c78rrm,"Planilhas, Imagens",0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Python,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"TIBCO Spotfire, Microsoft PowerBI",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
b2hp9mvzf3ne3sab2hp91cil4tqor8nv,Dados relacionais (estruturados em bancos SQL),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SQL,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Microsoft PowerBI, Pentaho, Fazemos todas as análises utilizando apenas Excel ou planilhas do google",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
b2johhgrlfzbz3byb2johhwhn77chb1m,"Textos/Documentos, Dados armazenados em bancos NoSQL",0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,"SQL, R, Python, Java, Scala",1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"Amazon Quicksight, Tableau",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b2n87qxx7a1say6b2n811hz8r339zm2k,"Dados relacionais (estruturados em bancos SQL), Dados armazenados em bancos NoSQL",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"SQL, Python",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Microsoft PowerBI,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b2p39ggpsr5ctn1x4r0b2p39cyod4cii,Dados relacionais (estruturados em bancos SQL),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SQL,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Microsoft PowerBI,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b33qhmqc4764t946b33qvj83zc1ahexz,"Planilhas, Dados relacionais (estruturados em bancos SQL)",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"Visual Basic/VBA, Python",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"Microsoft PowerBI, IBM Analytics/Cognos",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b36b0ndrghrvijwzb36b0tuuk4q9tdwv,Planilhas,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Python,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Não utilizo nenhuma ferramenta de BI no trabalho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
b3d11g7sf8cvqod9eb3d6m1se0qi3cek,"Dados relacionais (estruturados em bancos SQL), Planilhas",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"Python, SQL",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Looker Studio (antigo Google Data Studio),0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b439hgn474j9pw2einb439hg2xeibuqk,"Dados relacionais (estruturados em bancos SQL), Planilhas",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"SQL, Python",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Looker Studio (antigo Google Data Studio), Tableau, Metabase",0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b45fq26309xd8d2sb45fqw0cept6xnae,"Dados relacionais (estruturados em bancos SQL), Planilhas",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"SQL, Python",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Microsoft PowerBI, Looker, Fazemos todas as análises utilizando apenas Excel ou planilhas do google",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
b5kcit8dkwiqbtdmcgeb5kci0hmsim99,"Dados relacionais (estruturados em bancos SQL), Planilhas",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"SQL, Python",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Amazon Quicksight, Looker Studio (antigo Google Data Studio), Amazon Quicksight",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b5mnrg30p13flbrjlhb5mn9koyzp0dv0,"Dados relacionais (estruturados em bancos SQL), Planilhas",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"SQL, R, Python, SAS/Stata",1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fazemos todas as análises utilizando apenas Excel ou planilhas do google,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
b5vnz5rs5zvio2wb50k4veqcg2x9yuxf,"Planilhas, Textos/Documentos",0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Visual Basic/VBA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"Tableau, Microsoft PowerBI, Fazemos todas as análises utilizando apenas Excel ou planilhas do google",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
b5y6g1e8n1t7bs5ljb5y6gyq9mxe198a,"Dados relacionais (estruturados em bancos SQL), Planilhas",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"SQL, Python",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Não utilizo nenhuma ferramenta de BI no trabalho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
b5ytqslpr77jcpmzb5yt1hm5aa0ijsun,Dados relacionais (estruturados em bancos SQL),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"SQL, Python, PHP",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Microsoft PowerBI,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b6hi6eme3colqlu4hwwbb6hifx02ywyj,Planilhas,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Não utilizo nenhuma das linguagens listadas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Outra opção,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b6mpeci333zicxpvb6mpbfrvfacmb9uq,Textos/Documentos,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"SQL, Python, Scala, JavaScript",1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,"Superset, Looker Studio (antigo Google Data Studio), Grafana",0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
b6pdr3b2wsujvom3tbg73b6pdrz12s3u,"Dados relacionais (estruturados em bancos SQL), Planilhas",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"SQL, Python",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Looker,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b6tfhk3aw21yf49b6tp0adywtdxre0z3,Dados relacionais (estruturados em bancos SQL),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SQL,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Looker,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b7gceo8r61b7o2j7978db7gceo8zfouu,"Dados relacionais (estruturados em bancos SQL), Planilhas",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"SQL, Python",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Tableau, Qlik View/Qlik Sense, Microsoft PowerBI",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b87l0lvmxywt1n8qcinb87l0l9zupdv7,"Dados relacionais (estruturados em bancos SQL), Planilhas",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"SQL, Python",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tableau,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b8g4ckspbr9qo4cg9jb8g4myobvterda,Planilhas,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Não utilizo nenhuma das linguagens listadas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Fazemos todas as análises utilizando apenas Excel ou planilhas do google,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
b8l225iuaq0t6ze74b8l2ajw0qg53uid,"Dados relacionais (estruturados em bancos SQL), Planilhas",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,SQL,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Microsoft PowerBI,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b8nzsea8kscxo93zovcb8nzsea8dkpop,Dados relacionais (estruturados em bancos SQL),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"SQL, Python",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Microsoft PowerBI,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b9dor7x15b9av8x6s7268ltyjh7x4f9a,"Dados relacionais (estruturados em bancos SQL), Planilhas",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"SQL, Python",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Microsoft PowerBI,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
